term,estimate,std.error,robust.se,statistic,p.value,model
COHORThistorical,-0.4987707333979693,0.06916636984806193,0.0463611931654864,-10.758367059657113,5.412065043307603e-27,Overall
COHORTunexposed,-0.2480877558018532,0.04522266058776789,0.03551886202198749,-6.984676357262732,2.855133883928492e-12,Overall
age,0.02843010276216014,9.92013693818685e-4,7.746234911109745e-4,36.701833972767,6.8273381491576374e-295,Overall
nhblack,0.6728765706502358,0.036302213231286934,0.034112216455479544,19.725384057890782,1.3056204985032813e-86,Overall
hispanic,0.38559892632897214,0.04759923191551386,0.042013644579435926,9.177945169691565,4.393956551114752e-20,Overall
nhother,0.3569575622999577,0.07760306674930854,0.0701352108069316,5.089562834317151,3.588899271509653e-7,Overall
smoking,0.8012410763994317,0.05255977217781651,0.04626389931919399,17.318926596985143,3.386151802040416e-67,Overall
siteSource2,0.8469376109156195,0.06446628069506093,0.054165318590233526,15.63616042439986,4.128842055740549e-55,Overall
siteSource3,-0.6415668113415297,0.09940120472921399,0.09198805669839413,-6.9744577107989905,3.070528872127004e-12,Overall
siteSource4,-1.0985796173533393,0.10324896873869832,0.09747970863375996,-11.269828693075006,1.8492934559682117e-29,Overall
siteSource5,0.38820155888776764,0.06609195119052307,0.060906979905801496,6.373679330154913,1.845462549518038e-10,Overall
siteSource6,-13.12157722864754,289.7093118162045,0.06706330250653825,-195.65957443518786,0,Overall
siteSource7,0.43579216548717725,0.07772862505461414,0.07287551541838955,5.979953115737533,2.2320185293303698e-9,Overall
hospitalization,0.13672957772398964,0.03665238792559115,0.03361119906306119,4.0679767915288645,4.7423103306775904e-5,Overall
bmi,0.0625438063040692,0.0018212377921998037,0.001568212889818576,39.88221670037719,0,Overall
ldl,-0.003944219663449863,6.322381253997146e-4,7.138263180545156e-4,-5.525461255336679,3.286210954167908e-8,Overall
COHORThistorical,-0.37453485272964154,8.450134209170708,0.047659864251259676,-7.858496003159354,3.8877312536829134e-15,Overlap
COHORTunexposed,-0.19437430764742966,8.481115616703882,0.03574526887565675,-5.4377631994762385,5.395361502844086e-8,Overlap
age,0.025796113684144507,0.21033877359587053,9.531916306234777e-4,27.06288311330577,2.6940981486802397e-161,Overlap
nhblack,0.5967742217521704,7.7795418587971,0.0396083697002849,15.066871630110995,2.674819866262637e-51,Overlap
hispanic,0.3202584687423315,10.498158362395086,0.04917565075965793,6.5125415484091755,7.388976657225714e-11,Overlap
nhother,0.4967723822251384,15.780911089047729,0.08350897115646849,5.948730721329921,2.7022977838367566e-9,Overlap
smoking,0.4338255421706438,12.006480038784,0.056091275863710634,7.734278379132322,1.0399126148455024e-14,Overlap
siteSource2,0.31279206854370445,14.757665310352262,0.06840514952569669,4.572639204979776,4.816190434894325e-6,Overlap
siteSource3,-1.4983982216810952,23.75837414428334,0.10921803305615913,-13.719329855635008,7.778098345091034e-43,Overlap
siteSource4,-1.6501091990217966,20.955375743780834,0.10908562961532153,-15.126733052196931,1.0792160089974053e-51,Overlap
siteSource5,0.12758846740573834,12.135176510665708,0.0615802275510223,2.0719063972283136,0.03827417126733683,Overlap
siteSource6,-18.33181827939873,649988.2685619101,0.08122734708801656,-225.68530102964812,0,Overlap
siteSource7,-0.1627650216129189,17.640574378704027,0.08577417906278628,-1.8975992937662007,0.057748887535355786,Overlap
hospitalization,0.2689795316770131,8.583094779382874,0.041885688031433735,6.421752735090646,1.3471411953343166e-10,Overlap
bmi,0.060815910759554496,0.39107367869021675,0.0018104563641917894,33.591481110732815,2.233943141093822e-247,Overlap
ldl,-0.005057119499583442,0.13997742415759254,8.415922689050749e-4,-6.008989966320432,1.8668267700744055e-9,Overlap
COHORThistorical,-0.4656174832421738,0.04907390408197367,0.061255313128755554,-7.601258722871426,2.932641319897744e-14,Sex
COHORTunexposed,-0.24874308684554652,0.038407411143151916,0.0467940437904992,-5.315699749292664,1.0624822276109364e-7,Sex
sex_categoryMale,0.3341092725426151,0.052924967589882306,0.06034449847383508,5.5366981413804,3.082271016608243e-8,Sex
age,0.02829890334290502,8.724522834621815e-4,8.294246931264567e-4,34.11871334121286,3.893872303641875e-255,Sex
nhblack,0.7131519756269081,0.032321927635246384,0.035408739532571155,20.140563743335363,3.25608962766219e-90,Sex
hispanic,0.39503966084258324,0.04315598660323545,0.042960033639821954,9.195515630984046,3.732003623368488e-20,Sex
nhother,0.4359014734446722,0.0682216337127154,0.07282867165658037,5.985300342976759,2.159909245743237e-9,Sex
smoking,0.665153837583665,0.048253041111874645,0.04626826376491055,14.376027615026088,7.317578783550419e-47,Sex
siteSource2,0.6117558501879083,0.059223555102418,0.055974095777119134,10.929267220748557,8.352013136072277e-28,Sex
siteSource3,-0.9064008849377595,0.09122000350168628,0.09923383100681284,-9.133990653606139,6.601973581149084e-20,Sex
siteSource4,-1.3301550663479809,0.09057583867165273,0.09909668193480115,-13.422801252045272,4.445847912913037e-41,Sex
siteSource5,0.26383932695665696,0.05354913880975187,0.05790296718903499,4.55657697290891,5.1993990784149945e-06,Sex
siteSource6,-13.223370717747375,242.90966875828732,0.07241787315342331,-182.59816454057633,0,Sex
siteSource7,0.21556843090599223,0.07152075397739252,0.07459765611336315,2.8897480448769235,0.003855507036751694,Sex
hospitalization,0.1865123949134478,0.033886218181752165,0.036408576266150336,5.122759911017215,3.010956346083849e-7,Sex
bmi,0.06289037115063886,0.0016126528646384258,0.0016261051565514774,38.67546382056378,0,Sex
ldl,-0.0033199507440246764,5.773198719782697e-4,7.580605329953142e-4,-4.379532503699409,1.1893418166479e-5,Sex
COHORThistorical:sex_categoryMale,-1.8272742476549056e-4,0.08283403462937451,0.08753052015863878,-0.0020875852723634975,0.998334349151643,Sex
COHORTunexposed:sex_categoryMale,-0.059113531890963834,0.06682473752495549,0.06858588818200204,-0.8618905937923846,0.3887477256034598,Sex
